出生年份,问题,同意,反对,强烈同意,强烈反对
1949, 应当允许媒体代表某一特定阶层或利益集团发言。,13,4,1,12
1949, 如果国家综合实力许可，那么中国有权为了维护自己的利益而采取任何行动。,13,7,6,4
1949, 条件允许的话应该武力统一台湾。,11,7,11,1
1949, 律师即使明知被辩护人的犯罪事实也应当尽力为其进行辩护。,4,11,6,9
1949, 应该允许中国公民同时具有外国国籍。,2,15,6,7
1949, 以美国为首的西方国家不可能真正容许中国崛起成为一流强国。,6,15,7,2
1949, 国家应当采取措施培养和支持体育健儿在各种国际比赛场合为国争光。,14,3,9,4
1949, 最低工资应由国家规定。,6,9,8,7
1949, 中国改革开放以来的经济发展的成果都被一小群人占有了，大多数人没得到什么好处。,13,8,5,4
1949, 在重大工程项目的决策中，个人利益应该为社会利益让路。,7,15,4,4
1949, 浪费粮食也是个人的自由。,17,4,3,6
1949, 如果猪肉价格过高，政府应当干预。,10,10,7,3
1949, 应当对国外同类产品征收高额关税来保护国内民族工业。,9,12,1,8
1949, 教育应当尽可能公立。,11,11,2,6
1949, 国有企业的利益属于国家利益。,11,8,2,9
1949, 试图控制房地产价格的行为会破坏经济发展。,1,21,4,4
1949, 改善低收入者生活的首要手段是国家给予财政补贴和扶持。,13,5,8,4
1949, 有钱人理应获得更好的医疗服务。,0,19,2,9
1949, 高收入者应该公开自己的经济来源。,6,6,12,6
1949, 靠运作资金赚钱的人对社会的贡献比不上靠劳动赚钱的人。,16,5,6,3
1949, 与其让国有企业亏损破产，不如转卖给资本家。,2,13,1,14
1949, 那些关系到国家安全、以及其他重要国计民生的领域，必须全部由国有企业掌控。,15,4,8,3
1949, 资本积累的过程总是伴随着对普通劳动人民利益的伤害。,12,7,9,2
1949, 私人应当可以拥有和买卖土地。,8,12,2,8
1949, 政府应当采用较高的粮食收购价格以增加农民收入。,11,4,11,4
1949, 在华外国资本应享受和民族资本同样的待遇。,3,14,3,10
1949, 市场竞争中自然形成的垄断地位是无害的。,5,16,2,7
1949, 两个成年人之间自愿的性行为是其自由，无论其婚姻关系为何。,8,11,2,9
1949, 不应公开谈论自己长辈的缺点。,12,4,12,2
1949, 现代中国社会需要儒家思想。,9,14,5,2
1949, 判断艺术作品的价值的根本标准是看是不是受到人民大众喜爱。,11,4,2,13
1949, 即使有人口压力，国家和社会也无权干涉个人要不要孩子，要几个孩子。,5,11,3,11
1949, 周易八卦能够有效的解释很多事情。,9,8,11,2
1949, 中国传统医学对人体健康的观念比现代主流医学更高明。,11,5,9,5
1949, 汉字无需人为推行简化。,9,7,11,3
1949, 应当将中国传统文化的经典作品作为儿童基础教育读物。,14,4,9,3
1949, 如果是出于自愿，我会认可我的孩子和同性结成伴侣关系。,10,9,5,6
1937,如果人民没有受过民主教育，他们是不应该拥有普选权的。,3,4,0,1
1937, 人权高于主权。,3,3,0,2
1937, 发生重大社会安全事件时，即使认为信息公开会导致骚乱的风险，政府仍应该开放信息传播。,3,3,1,1
1937, 西方的多党制不适合中国国情。,0,8,0,0
1937, 在中国照搬西方式的言论自由会导致社会失序。,5,2,1,0
1937, 由高校自主考试招生比全国统一考试招生更好。,5,3,0,0
1937, 应该容许宗教人士在非宗教场所公开传教。,3,5,0,0
1937, 无论中小学生或大学生，都应参加由国家统一安排的军训。,5,3,0,0
1937, 国家的统一和领土完整是社会的最高利益。,6,0,2,0
1937, 哪怕经历了违反程序规定的审讯和取证过程，确实有罪的罪犯也应被处刑。,4,4,0,0
1937, 国家有义务进行对外援助。,1,7,0,0
1937, 国家领导人及开国领袖的形象可以作为文艺作品的丑化对象。,3,5,0,0
1937, 当法律未能充分制止罪恶行为时，人民群众有权自发对罪恶行为进行制裁。,3,5,0,0
1937, 应当允许媒体代表某一特定阶层或利益集团发言。,5,3,0,0
1937, 如果国家综合实力许可，那么中国有权为了维护自己的利益而采取任何行动。,4,4,0,0
1937, 条件允许的话应该武力统一台湾。,8,0,0,0
1937, 律师即使明知被辩护人的犯罪事实也应当尽力为其进行辩护。,8,0,0,0
1937, 应该允许中国公民同时具有外国国籍。,0,8,0,0
1937, 以美国为首的西方国家不可能真正容许中国崛起成为一流强国。,1,6,0,1
1937, 国家应当采取措施培养和支持体育健儿在各种国际比赛场合为国争光。,7,0,1,0
1937, 最低工资应由国家规定。,6,0,2,0
1937, 中国改革开放以来的经济发展的成果都被一小群人占有了，大多数人没得到什么好处。,6,2,0,0
1937, 在重大工程项目的决策中，个人利益应该为社会利益让路。,8,0,0,0
1937, 浪费粮食也是个人的自由。,7,1,0,0
1937, 如果猪肉价格过高，政府应当干预。,7,1,0,0
1937, 应当对国外同类产品征收高额关税来保护国内民族工业。,2,6,0,0
1937, 教育应当尽可能公立。,1,6,1,0
1937, 国有企业的利益属于国家利益。,1,7,0,0
1937, 试图控制房地产价格的行为会破坏经济发展。,0,8,0,0
1937, 改善低收入者生活的首要手段是国家给予财政补贴和扶持。,6,2,0,0
1937, 有钱人理应获得更好的医疗服务。,1,7,0,0
1937, 高收入者应该公开自己的经济来源。,4,4,0,0
1937, 靠运作资金赚钱的人对社会的贡献比不上靠劳动赚钱的人。,7,1,0,0
1937, 与其让国有企业亏损破产，不如转卖给资本家。,0,7,0,1
1937, 那些关系到国家安全、以及其他重要国计民生的领域，必须全部由国有企业掌控。,6,1,1,0
1937, 资本积累的过程总是伴随着对普通劳动人民利益的伤害。,3,5,0,0
1937, 私人应当可以拥有和买卖土地。,2,6,0,0
1937, 政府应当采用较高的粮食收购价格以增加农民收入。,5,3,0,0
1937, 在华外国资本应享受和民族资本同样的待遇。,0,8,0,0
1937, 市场竞争中自然形成的垄断地位是无害的。,1,7,0,0
1937, 两个成年人之间自愿的性行为是其自由，无论其婚姻关系为何。,1,7,0,0
1937, 不应公开谈论自己长辈的缺点。,5,3,0,0
1937, 现代中国社会需要儒家思想。,7,1,0,0
1937, 判断艺术作品的价值的根本标准是看是不是受到人民大众喜爱。,4,4,0,0
1937, 即使有人口压力，国家和社会也无权干涉个人要不要孩子，要几个孩子。,3,5,0,0
1937, 周易八卦能够有效的解释很多事情。,7,1,0,0
1937, 中国传统医学对人体健康的观念比现代主流医学更高明。,7,1,0,0
1937, 汉字无需人为推行简化。,5,3,0,0
1937, 应当将中国传统文化的经典作品作为儿童基础教育读物。,7,1,0,0
1937, 如果是出于自愿，我会认可我的孩子和同性结成伴侣关系。,7,1,0,0
1950,如果人民没有受过民主教育，他们是不应该拥有普选权的。,9,14,8,14
1950, 人权高于主权。,15,14,4,12
1950, 发生重大社会安全事件时，即使认为信息公开会导致骚乱的风险，政府仍应该开放信息传播。,13,17,6,9
1950, 西方的多党制不适合中国国情。,6,28,4,7
1950, 在中国照搬西方式的言论自由会导致社会失序。,21,13,8,3
1950, 由高校自主考试招生比全国统一考试招生更好。,13,20,4,8
1950, 应该容许宗教人士在非宗教场所公开传教。,20,14,5,6
1950, 无论中小学生或大学生，都应参加由国家统一安排的军训。,24,8,7,6
1950, 国家的统一和领土完整是社会的最高利益。,19,10,15,1
1950, 哪怕经历了违反程序规定的审讯和取证过程，确实有罪的罪犯也应被处刑。,27,13,2,3
1950, 国家有义务进行对外援助。,15,18,5,7
1950, 国家领导人及开国领袖的形象可以作为文艺作品的丑化对象。,16,20,1,8
1950, 当法律未能充分制止罪恶行为时，人民群众有权自发对罪恶行为进行制裁。,22,14,4,5
1950, 应当允许媒体代表某一特定阶层或利益集团发言。,16,10,4,15
1950, 如果国家综合实力许可，那么中国有权为了维护自己的利益而采取任何行动。,21,17,6,1
1950, 条件允许的话应该武力统一台湾。,21,13,10,1
1950, 律师即使明知被辩护人的犯罪事实也应当尽力为其进行辩护。,19,13,8,5
1950, 应该允许中国公民同时具有外国国籍。,10,25,5,5
1950, 以美国为首的西方国家不可能真正容许中国崛起成为一流强国。,12,28,4,1
1950, 国家应当采取措施培养和支持体育健儿在各种国际比赛场合为国争光。,22,9,14,0
1950, 最低工资应由国家规定。,23,17,2,3
1950, 中国改革开放以来的经济发展的成果都被一小群人占有了，大多数人没得到什么好处。,28,11,4,2
1950, 在重大工程项目的决策中，个人利益应该为社会利益让路。,16,21,4,4
1950, 浪费粮食也是个人的自由。,20,14,8,3
1950, 如果猪肉价格过高，政府应当干预。,20,18,6,1
1950, 应当对国外同类产品征收高额关税来保护国内民族工业。,11,27,3,4
1950, 教育应当尽可能公立。,11,24,5,5
1950, 国有企业的利益属于国家利益。,23,14,4,4
1950, 试图控制房地产价格的行为会破坏经济发展。,8,27,2,8
1950, 改善低收入者生活的首要手段是国家给予财政补贴和扶持。,24,11,7,3
1950, 有钱人理应获得更好的医疗服务。,3,31,1,10
1950, 高收入者应该公开自己的经济来源。,14,15,12,4
1950, 靠运作资金赚钱的人对社会的贡献比不上靠劳动赚钱的人。,27,7,8,3
1950, 与其让国有企业亏损破产，不如转卖给资本家。,3,24,1,17
1950, 那些关系到国家安全、以及其他重要国计民生的领域，必须全部由国有企业掌控。,26,10,7,2
1950, 资本积累的过程总是伴随着对普通劳动人民利益的伤害。,16,16,10,3
1950, 私人应当可以拥有和买卖土地。,10,24,3,8
1950, 政府应当采用较高的粮食收购价格以增加农民收入。,20,18,5,2
1950, 在华外国资本应享受和民族资本同样的待遇。,11,21,2,11
1950, 市场竞争中自然形成的垄断地位是无害的。,10,28,1,6
1950, 两个成年人之间自愿的性行为是其自由，无论其婚姻关系为何。,14,15,3,13
1950, 不应公开谈论自己长辈的缺点。,18,7,18,2
1950, 现代中国社会需要儒家思想。,13,19,10,3
1950, 判断艺术作品的价值的根本标准是看是不是受到人民大众喜爱。,21,15,2,7
1950, 即使有人口压力，国家和社会也无权干涉个人要不要孩子，要几个孩子。,9,23,4,9
1950, 周易八卦能够有效的解释很多事情。,22,7,13,3
1950, 中国传统医学对人体健康的观念比现代主流医学更高明。,27,9,8,1
1950, 汉字无需人为推行简化。,16,17,10,2
1950, 应当将中国传统文化的经典作品作为儿童基础教育读物。,29,9,5,2
1950, 如果是出于自愿，我会认可我的孩子和同性结成伴侣关系。,23,14,6,2
1953,如果人民没有受过民主教育，他们是不应该拥有普选权的。,17,26,4,11
1953, 人权高于主权。,13,25,10,10
1953, 发生重大社会安全事件时，即使认为信息公开会导致骚乱的风险，政府仍应该开放信息传播。,16,29,7,6
1953, 西方的多党制不适合中国国情。,15,30,3,10
1953, 在中国照搬西方式的言论自由会导致社会失序。,18,27,9,4
1953, 由高校自主考试招生比全国统一考试招生更好。,14,27,7,10
1953, 应该容许宗教人士在非宗教场所公开传教。,26,23,3,6
1953, 无论中小学生或大学生，都应参加由国家统一安排的军训。,22,19,10,7
1953, 国家的统一和领土完整是社会的最高利益。,28,8,21,1
1953, 哪怕经历了违反程序规定的审讯和取证过程，确实有罪的罪犯也应被处刑。,38,15,2,3
1953, 国家有义务进行对外援助。,32,20,3,3
1953, 国家领导人及开国领袖的形象可以作为文艺作品的丑化对象。,21,22,2,13
1953, 当法律未能充分制止罪恶行为时，人民群众有权自发对罪恶行为进行制裁。,25,16,10,7
1953, 应当允许媒体代表某一特定阶层或利益集团发言。,23,16,3,16
1953, 如果国家综合实力许可，那么中国有权为了维护自己的利益而采取任何行动。,29,12,13,4
1953, 条件允许的话应该武力统一台湾。,25,14,13,6
1953, 律师即使明知被辩护人的犯罪事实也应当尽力为其进行辩护。,22,16,9,11
1953, 应该允许中国公民同时具有外国国籍。,15,31,5,7
1953, 以美国为首的西方国家不可能真正容许中国崛起成为一流强国。,17,32,5,4
1953, 国家应当采取措施培养和支持体育健儿在各种国际比赛场合为国争光。,34,11,13,0
1953, 最低工资应由国家规定。,28,21,7,2
1953, 中国改革开放以来的经济发展的成果都被一小群人占有了，大多数人没得到什么好处。,32,21,4,1
1953, 在重大工程项目的决策中，个人利益应该为社会利益让路。,29,20,5,4
1953, 浪费粮食也是个人的自由。,34,17,4,3
1953, 如果猪肉价格过高，政府应当干预。,26,24,5,3
1953, 应当对国外同类产品征收高额关税来保护国内民族工业。,15,26,6,11
1953, 教育应当尽可能公立。,14,28,8,8
1953, 国有企业的利益属于国家利益。,25,23,7,3
1953, 试图控制房地产价格的行为会破坏经济发展。,5,44,1,8
1953, 改善低收入者生活的首要手段是国家给予财政补贴和扶持。,24,14,19,1
1953, 有钱人理应获得更好的医疗服务。,9,41,2,6
1953, 高收入者应该公开自己的经济来源。,12,23,20,3
1953, 靠运作资金赚钱的人对社会的贡献比不上靠劳动赚钱的人。,32,8,13,5
1953, 与其让国有企业亏损破产，不如转卖给资本家。,5,27,2,24
1953, 那些关系到国家安全、以及其他重要国计民生的领域，必须全部由国有企业掌控。,37,13,8,0
1953, 资本积累的过程总是伴随着对普通劳动人民利益的伤害。,24,22,11,1
1953, 私人应当可以拥有和买卖土地。,21,24,4,9
1953, 政府应当采用较高的粮食收购价格以增加农民收入。,23,25,6,4
1953, 在华外国资本应享受和民族资本同样的待遇。,14,33,0,11
1953, 市场竞争中自然形成的垄断地位是无害的。,12,37,1,8
1953, 两个成年人之间自愿的性行为是其自由，无论其婚姻关系为何。,21,17,3,17
1953, 不应公开谈论自己长辈的缺点。,31,11,16,0
1953, 现代中国社会需要儒家思想。,16,29,12,1
1953, 判断艺术作品的价值的根本标准是看是不是受到人民大众喜爱。,29,8,7,14
1953, 即使有人口压力，国家和社会也无权干涉个人要不要孩子，要几个孩子。,16,27,3,12
1953, 周易八卦能够有效的解释很多事情。,25,14,18,1
1953, 中国传统医学对人体健康的观念比现代主流医学更高明。,26,19,12,1
1953, 汉字无需人为推行简化。,9,23,15,11
1953, 应当将中国传统文化的经典作品作为儿童基础教育读物。,38,15,5,0
1953, 如果是出于自愿，我会认可我的孩子和同性结成伴侣关系。,39,10,5,4
1952,如果人民没有受过民主教育，他们是不应该拥有普选权的。,18,20,5,8
1952, 人权高于主权。,19,21,5,6
1952, 发生重大社会安全事件时，即使认为信息公开会导致骚乱的风险，政府仍应该开放信息传播。,18,22,5,6
1952, 西方的多党制不适合中国国情。,10,35,2,4
1952, 在中国照搬西方式的言论自由会导致社会失序。,26,17,5,3
1952, 由高校自主考试招生比全国统一考试招生更好。,17,25,4,5
1952, 应该容许宗教人士在非宗教场所公开传教。,20,28,1,2
1952, 无论中小学生或大学生，都应参加由国家统一安排的军训。,26,20,3,2
1952, 国家的统一和领土完整是社会的最高利益。,28,4,18,1
1952, 哪怕经历了违反程序规定的审讯和取证过程，确实有罪的罪犯也应被处刑。,32,17,1,1
1952, 国家有义务进行对外援助。,22,25,1,3
1952, 国家领导人及开国领袖的形象可以作为文艺作品的丑化对象。,17,31,1,2
1952, 当法律未能充分制止罪恶行为时，人民群众有权自发对罪恶行为进行制裁。,29,14,5,3
1952, 应当允许媒体代表某一特定阶层或利益集团发言。,19,22,0,10
1952, 如果国家综合实力许可，那么中国有权为了维护自己的利益而采取任何行动。,30,13,8,0
1952, 条件允许的话应该武力统一台湾。,23,22,5,1
1952, 律师即使明知被辩护人的犯罪事实也应当尽力为其进行辩护。,29,15,4,3
1952, 应该允许中国公民同时具有外国国籍。,17,32,0,2
1952, 以美国为首的西方国家不可能真正容许中国崛起成为一流强国。,11,36,2,2
1952, 国家应当采取措施培养和支持体育健儿在各种国际比赛场合为国争光。,31,12,7,1
1952, 最低工资应由国家规定。,20,27,1,3
1952, 中国改革开放以来的经济发展的成果都被一小群人占有了，大多数人没得到什么好处。,26,23,1,1
1952, 在重大工程项目的决策中，个人利益应该为社会利益让路。,27,17,2,5
1952, 浪费粮食也是个人的自由。,28,18,5,0
1952, 如果猪肉价格过高，政府应当干预。,28,16,5,2
1952, 应当对国外同类产品征收高额关税来保护国内民族工业。,17,23,5,6
1952, 教育应当尽可能公立。,16,27,6,2
1952, 国有企业的利益属于国家利益。,19,27,3,2
1952, 试图控制房地产价格的行为会破坏经济发展。,5,38,1,7
1952, 改善低收入者生活的首要手段是国家给予财政补贴和扶持。,23,12,13,3
1952, 有钱人理应获得更好的医疗服务。,6,36,2,7
1952, 高收入者应该公开自己的经济来源。,21,17,12,1
1952, 靠运作资金赚钱的人对社会的贡献比不上靠劳动赚钱的人。,32,8,11,0
1952, 与其让国有企业亏损破产，不如转卖给资本家。,4,32,1,14
1952, 那些关系到国家安全、以及其他重要国计民生的领域，必须全部由国有企业掌控。,28,12,10,1
1952, 资本积累的过程总是伴随着对普通劳动人民利益的伤害。,24,19,6,2
1952, 私人应当可以拥有和买卖土地。,18,20,5,8
1952, 政府应当采用较高的粮食收购价格以增加农民收入。,27,17,5,2
1952, 在华外国资本应享受和民族资本同样的待遇。,15,24,1,11
1952, 市场竞争中自然形成的垄断地位是无害的。,15,31,0,5
1952, 两个成年人之间自愿的性行为是其自由，无论其婚姻关系为何。,20,17,2,12
1952, 不应公开谈论自己长辈的缺点。,30,9,12,0
1952, 现代中国社会需要儒家思想。,19,24,5,3
1952, 判断艺术作品的价值的根本标准是看是不是受到人民大众喜爱。,27,15,2,7
1952, 即使有人口压力，国家和社会也无权干涉个人要不要孩子，要几个孩子。,16,27,2,6
1952, 周易八卦能够有效的解释很多事情。,28,10,12,1
1952, 中国传统医学对人体健康的观念比现代主流医学更高明。,25,18,8,0
1952, 汉字无需人为推行简化。,20,19,5,7
1952, 应当将中国传统文化的经典作品作为儿童基础教育读物。,31,15,5,0
1952, 如果是出于自愿，我会认可我的孩子和同性结成伴侣关系。,35,8,6,2
1911,如果人民没有受过民主教育，他们是不应该拥有普选权的。,0,0,0,1
1911, 人权高于主权。,0,0,1,0
1911, 发生重大社会安全事件时，即使认为信息公开会导致骚乱的风险，政府仍应该开放信息传播。,0,0,1,0
1911, 西方的多党制不适合中国国情。,0,1,0,0
1911, 在中国照搬西方式的言论自由会导致社会失序。,0,0,1,0
1911, 由高校自主考试招生比全国统一考试招生更好。,0,0,1,0
1911, 应该容许宗教人士在非宗教场所公开传教。,0,0,0,1
1911, 无论中小学生或大学生，都应参加由国家统一安排的军训。,0,0,0,1
1911, 国家的统一和领土完整是社会的最高利益。,0,0,1,0
1911, 哪怕经历了违反程序规定的审讯和取证过程，确实有罪的罪犯也应被处刑。,1,0,0,0
1911, 国家有义务进行对外援助。,0,0,1,0
1911, 国家领导人及开国领袖的形象可以作为文艺作品的丑化对象。,0,0,1,0
1911, 当法律未能充分制止罪恶行为时，人民群众有权自发对罪恶行为进行制裁。,0,0,1,0
1911, 应当允许媒体代表某一特定阶层或利益集团发言。,0,0,1,0
1911, 如果国家综合实力许可，那么中国有权为了维护自己的利益而采取任何行动。,0,0,1,0
1911, 条件允许的话应该武力统一台湾。,0,0,0,1
1911, 律师即使明知被辩护人的犯罪事实也应当尽力为其进行辩护。,0,0,0,1
1911, 应该允许中国公民同时具有外国国籍。,0,0,0,1
1911, 以美国为首的西方国家不可能真正容许中国崛起成为一流强国。,0,0,0,1
1911, 国家应当采取措施培养和支持体育健儿在各种国际比赛场合为国争光。,0,0,1,0
1911, 最低工资应由国家规定。,0,0,0,1
1911, 中国改革开放以来的经济发展的成果都被一小群人占有了，大多数人没得到什么好处。,0,0,1,0
1911, 在重大工程项目的决策中，个人利益应该为社会利益让路。,0,0,1,0
1911, 浪费粮食也是个人的自由。,0,0,1,0
1911, 如果猪肉价格过高，政府应当干预。,0,0,0,1
1911, 应当对国外同类产品征收高额关税来保护国内民族工业。,0,0,1,0
1911, 教育应当尽可能公立。,0,0,1,0
1911, 国有企业的利益属于国家利益。,0,0,1,0
1911, 试图控制房地产价格的行为会破坏经济发展。,0,0,0,1
1911, 改善低收入者生活的首要手段是国家给予财政补贴和扶持。,0,0,0,1
1911, 有钱人理应获得更好的医疗服务。,0,0,0,1
1911, 高收入者应该公开自己的经济来源。,0,0,1,0
1911, 靠运作资金赚钱的人对社会的贡献比不上靠劳动赚钱的人。,0,0,1,0
1911, 与其让国有企业亏损破产，不如转卖给资本家。,0,0,1,0
1911, 那些关系到国家安全、以及其他重要国计民生的领域，必须全部由国有企业掌控。,0,0,1,0
1911, 资本积累的过程总是伴随着对普通劳动人民利益的伤害。,0,0,1,0
1911, 私人应当可以拥有和买卖土地。,0,0,0,1
1911, 政府应当采用较高的粮食收购价格以增加农民收入。,0,0,0,1
1911, 在华外国资本应享受和民族资本同样的待遇。,0,0,0,1
1911, 市场竞争中自然形成的垄断地位是无害的。,0,0,0,1
1911, 两个成年人之间自愿的性行为是其自由，无论其婚姻关系为何。,0,0,1,0
1911, 不应公开谈论自己长辈的缺点。,0,0,1,0
1911, 现代中国社会需要儒家思想。,0,0,1,0
1911, 判断艺术作品的价值的根本标准是看是不是受到人民大众喜爱。,0,0,1,0
1911, 即使有人口压力，国家和社会也无权干涉个人要不要孩子，要几个孩子。,0,0,1,0
1911, 周易八卦能够有效的解释很多事情。,0,0,1,0
1911, 中国传统医学对人体健康的观念比现代主流医学更高明。,0,0,1,0
1911, 汉字无需人为推行简化。,0,0,0,1
1911, 应当将中国传统文化的经典作品作为儿童基础教育读物。,0,0,1,0
1911, 如果是出于自愿，我会认可我的孩子和同性结成伴侣关系。,0,0,1,0
1968,如果人民没有受过民主教育，他们是不应该拥有普选权的。,169,217,39,118
1968, 人权高于主权。,201,158,118,66
1968, 发生重大社会安全事件时，即使认为信息公开会导致骚乱的风险，政府仍应该开放信息传播。,202,175,104,62
1968, 西方的多党制不适合中国国情。,121,295,24,103
1968, 在中国照搬西方式的言论自由会导致社会失序。,246,171,74,52
1968, 由高校自主考试招生比全国统一考试招生更好。,205,181,108,49
1968, 应该容许宗教人士在非宗教场所公开传教。,267,187,35,54
1968, 无论中小学生或大学生，都应参加由国家统一安排的军训。,227,174,65,77
1968, 国家的统一和领土完整是社会的最高利益。,173,175,136,59
1968, 哪怕经历了违反程序规定的审讯和取证过程，确实有罪的罪犯也应被处刑。,280,186,22,55
1968, 国家有义务进行对外援助。,186,215,19,123
1968, 国家领导人及开国领袖的形象可以作为文艺作品的丑化对象。,264,161,53,65
1968, 当法律未能充分制止罪恶行为时，人民群众有权自发对罪恶行为进行制裁。,223,227,47,46
1968, 应当允许媒体代表某一特定阶层或利益集团发言。,230,170,24,119
1968, 如果国家综合实力许可，那么中国有权为了维护自己的利益而采取任何行动。,231,184,78,50
1968, 条件允许的话应该武力统一台湾。,172,228,88,55
1968, 律师即使明知被辩护人的犯罪事实也应当尽力为其进行辩护。,210,144,136,53
1968, 应该允许中国公民同时具有外国国籍。,172,264,77,30
1968, 以美国为首的西方国家不可能真正容许中国崛起成为一流强国。,68,368,21,86
1968, 国家应当采取措施培养和支持体育健儿在各种国际比赛场合为国争光。,235,116,143,49
1968, 最低工资应由国家规定。,181,239,49,74
1968, 中国改革开放以来的经济发展的成果都被一小群人占有了，大多数人没得到什么好处。,275,215,32,21
1968, 在重大工程项目的决策中，个人利益应该为社会利益让路。,287,165,29,62
1968, 浪费粮食也是个人的自由。,202,260,30,51
1968, 如果猪肉价格过高，政府应当干预。,214,221,27,81
1968, 应当对国外同类产品征收高额关税来保护国内民族工业。,222,224,16,81
1968, 教育应当尽可能公立。,171,254,44,74
1968, 国有企业的利益属于国家利益。,317,124,85,17
1968, 试图控制房地产价格的行为会破坏经济发展。,94,331,12,106
1968, 改善低收入者生活的首要手段是国家给予财政补贴和扶持。,186,170,173,14
1968, 有钱人理应获得更好的医疗服务。,127,313,42,61
1968, 高收入者应该公开自己的经济来源。,161,231,112,39
1968, 靠运作资金赚钱的人对社会的贡献比不上靠劳动赚钱的人。,264,137,90,52
1968, 与其让国有企业亏损破产，不如转卖给资本家。,80,273,11,179
1968, 那些关系到国家安全、以及其他重要国计民生的领域，必须全部由国有企业掌控。,294,161,53,35
1968, 资本积累的过程总是伴随着对普通劳动人民利益的伤害。,187,252,41,63
1968, 私人应当可以拥有和买卖土地。,186,193,118,46
1968, 政府应当采用较高的粮食收购价格以增加农民收入。,204,238,43,58
1968, 在华外国资本应享受和民族资本同样的待遇。,135,265,15,128
1968, 市场竞争中自然形成的垄断地位是无害的。,180,283,33,47
1968, 两个成年人之间自愿的性行为是其自由，无论其婚姻关系为何。,225,196,27,95
1968, 不应公开谈论自己长辈的缺点。,243,147,129,24
1968, 现代中国社会需要儒家思想。,138,292,38,75
1968, 判断艺术作品的价值的根本标准是看是不是受到人民大众喜爱。,317,128,60,38
1968, 即使有人口压力，国家和社会也无权干涉个人要不要孩子，要几个孩子。,131,320,15,77
1968, 周易八卦能够有效的解释很多事情。,203,211,73,56
1968, 中国传统医学对人体健康的观念比现代主流医学更高明。,273,190,50,30
1968, 汉字无需人为推行简化。,99,290,24,130
1968, 应当将中国传统文化的经典作品作为儿童基础教育读物。,314,164,56,9
1968, 如果是出于自愿，我会认可我的孩子和同性结成伴侣关系。,335,116,79,13
1939,如果人民没有受过民主教育，他们是不应该拥有普选权的。,2,5,0,5
1939, 人权高于主权。,3,4,3,2
1939, 发生重大社会安全事件时，即使认为信息公开会导致骚乱的风险，政府仍应该开放信息传播。,3,7,1,1
1939, 西方的多党制不适合中国国情。,1,8,0,3
1939, 在中国照搬西方式的言论自由会导致社会失序。,5,5,2,0
1939, 由高校自主考试招生比全国统一考试招生更好。,3,7,1,1
1939, 应该容许宗教人士在非宗教场所公开传教。,7,4,1,0
1939, 无论中小学生或大学生，都应参加由国家统一安排的军训。,6,4,1,1
1939, 国家的统一和领土完整是社会的最高利益。,5,2,5,0
1939, 哪怕经历了违反程序规定的审讯和取证过程，确实有罪的罪犯也应被处刑。,7,4,1,0
1939, 国家有义务进行对外援助。,1,8,1,2
1939, 国家领导人及开国领袖的形象可以作为文艺作品的丑化对象。,3,5,1,3
1939, 当法律未能充分制止罪恶行为时，人民群众有权自发对罪恶行为进行制裁。,3,6,0,3
1939, 应当允许媒体代表某一特定阶层或利益集团发言。,5,3,2,2
1939, 如果国家综合实力许可，那么中国有权为了维护自己的利益而采取任何行动。,5,3,0,4
1939, 条件允许的话应该武力统一台湾。,7,4,1,0
1939, 律师即使明知被辩护人的犯罪事实也应当尽力为其进行辩护。,3,3,4,2
1939, 应该允许中国公民同时具有外国国籍。,1,9,0,2
1939, 以美国为首的西方国家不可能真正容许中国崛起成为一流强国。,4,7,0,1
1939, 国家应当采取措施培养和支持体育健儿在各种国际比赛场合为国争光。,9,1,2,0
1939, 最低工资应由国家规定。,5,2,5,0
1939, 中国改革开放以来的经济发展的成果都被一小群人占有了，大多数人没得到什么好处。,8,3,0,1
1939, 在重大工程项目的决策中，个人利益应该为社会利益让路。,6,5,1,0
1939, 浪费粮食也是个人的自由。,7,3,2,0
1939, 如果猪肉价格过高，政府应当干预。,6,3,3,0
1939, 应当对国外同类产品征收高额关税来保护国内民族工业。,3,5,0,4
1939, 教育应当尽可能公立。,1,9,0,2
1939, 国有企业的利益属于国家利益。,6,4,0,2
1939, 试图控制房地产价格的行为会破坏经济发展。,2,8,0,2
1939, 改善低收入者生活的首要手段是国家给予财政补贴和扶持。,4,2,6,0
1939, 有钱人理应获得更好的医疗服务。,3,7,1,1
1939, 高收入者应该公开自己的经济来源。,4,3,3,2
1939, 靠运作资金赚钱的人对社会的贡献比不上靠劳动赚钱的人。,8,2,2,0
1939, 与其让国有企业亏损破产，不如转卖给资本家。,2,5,0,5
1939, 那些关系到国家安全、以及其他重要国计民生的领域，必须全部由国有企业掌控。,11,0,1,0
1939, 资本积累的过程总是伴随着对普通劳动人民利益的伤害。,7,4,1,0
1939, 私人应当可以拥有和买卖土地。,3,8,0,1
1939, 政府应当采用较高的粮食收购价格以增加农民收入。,8,3,1,0
1939, 在华外国资本应享受和民族资本同样的待遇。,4,6,0,2
1939, 市场竞争中自然形成的垄断地位是无害的。,5,6,0,1
1939, 两个成年人之间自愿的性行为是其自由，无论其婚姻关系为何。,2,6,1,3
1939, 不应公开谈论自己长辈的缺点。,6,2,4,0
1939, 现代中国社会需要儒家思想。,5,5,2,0
